Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDT59,OUT046,3157.6458
FDB23,OUT046,2505.1426
FDR49,OUT045,465.40054
FDB03,OUT010,538.8448
FDN39,OUT045,3107.2927
FDX02,OUT027,5741.234
FDQ16,OUT027,2670.3257
FDU35,OUT018,1723.0381
NCT29,OUT013,1799.6501
FDZ27,OUT046,653.52484
FDN57,OUT017,1639.6215
FDA03,OUT018,2579.7668
FDZ36,OUT045,3199.3367
NCU05,OUT013,1019.0467
FDT39,OUT018,2039.4443
FDK60,OUT017,1648.2542
FDZ25,OUT017,2971.6055
FDG12,OUT046,2157.0264
DRB01,OUT019,596.5632
NCC43,OUT027,6701.7627
FDX13,OUT019,741.9135
FDM22,OUT049,938.5713
FDJ03,OUT027,1442.597
FDU14,OUT018,4112.4424
FDB33,OUT010,442.40274
FDP27,OUT046,3188.6604
FDO38,OUT010,224.64713
FDE28,OUT027,6501.28
FDO27,OUT035,1768.5867
DRL23,OUT027,2234.913
FDS28,OUT046,725.732
FDX24,OUT013,1408.7947
FDZ02,OUT035,1483.1458
FDL46,OUT045,1704.6454
FDS60,OUT027,5018.534
NCO06,OUT017,358.52783
FDO16,OUT035,1775.3212
FDC60,OUT049,2311.8918
FDA48,OUT018,3772.9543
FDZ36,OUT027,5461.511
FDK27,OUT045,1814.7247
FDW23,OUT018,397.49716
FDM14,OUT018,1671.5938
FDM14,OUT013,1510.829
FDW60,OUT018,3022.3726
FDE21,OUT013,1656.4248
NCM42,OUT035,1660.6898
FDY59,OUT010,292.9966
DRI49,OUT049,1306.9706
FDT28,OUT019,266.4492
FDQ22,OUT018,310.63806
FDR60,OUT049,1177.5176
FDC50,OUT019,231.28534
FDV24,OUT013,2245.9153
DRF48,OUT010,-416.72757
FDQ47,OUT046,342.94547
DRN36,OUT049,1733.9366
NCY06,OUT035,2461.5808
FDE52,OUT035,1543.9557
NCB54,OUT045,1910.1277
NCF31,OUT035,2424.3223
FDJ08,OUT027,3814.972
NCC07,OUT017,1376.5111
NCD19,OUT027,1514.2137
FDL46,OUT049,1951.261
FDM20,OUT045,4250.0312
NCI06,OUT010,662.06555
DRM11,OUT035,5198.149
NCH07,OUT018,2107.4353
FDS23,OUT013,1657.5261
FDO49,OUT018,615.3313
FDS35,OUT049,1060.4347
DRK39,OUT045,1304.5735
DRI39,OUT049,1008.46106
FDV04,OUT017,2029.6768
NCN14,OUT035,2412.8755
FDH08,OUT013,4219.7036
FDS20,OUT046,3719.9578
FDV40,OUT049,1015.12366
FDZ48,OUT010,169.69687
FDS24,OUT027,2416.593
FDK44,OUT049,2380.6787
FDS48,OUT045,2760.6785
FDK26,OUT010,954.39886
FDD23,OUT045,3184.4744
NCH54,OUT017,3167.564
NCP14,OUT010,696.5745
FDM60,OUT010,170.42683
FDV24,OUT017,2418.2039
FDH08,OUT018,2862.3494
FDS12,OUT027,2999.9243
FDR39,OUT027,5195.7236
FDP12,OUT027,1065.2433
DRF60,OUT027,5126.312
FDC09,OUT035,1852.9337
FDF50,OUT018,3004.9583
FDG28,OUT035,4235.819
NCE19,OUT017,804.77795
NCM53,OUT010,219.09969
NCN18,OUT049,1639.9314
FDF32,OUT035,3454.104
FDF11,OUT013,4391.7803
DRI59,OUT049,4089.1174
NCG54,OUT035,2995.3235
FDM44,OUT046,1554.8733
FDT57,OUT018,2319.7063
FDV24,OUT046,2176.9192
FDI50,OUT019,700.64386
FDS09,OUT035,883.9399
NCC31,OUT027,3697.8755
FDQ07,OUT019,422.8416
FDC22,OUT017,3238.53
FDZ56,OUT046,2763.4768
FDZ40,OUT019,235.98691
FDS46,OUT027,3005.6177
DRD24,OUT045,1947.1357
FDV45,OUT017,3094.1877
FDL26,OUT045,2444.6216
FDA56,OUT018,1996.591
FDN27,OUT046,1130.3644
FDM20,OUT049,4328.729
FDO16,OUT017,1866.2357
FDL03,OUT035,3303.2837
FDE58,OUT046,2056.9048
FDI02,OUT027,3458.169
NCC55,OUT019,110.00272
FDR03,OUT018,3291.7307
FDB14,OUT017,1150.1858
FDR45,OUT013,4096.7124
NCN07,OUT017,2219.0378
FDM51,OUT019,256.4187
FDT52,OUT027,6230.673
FDL26,OUT046,2437.2595
NCZ42,OUT046,4081.9297
DRI47,OUT019,639.6967
FDW40,OUT013,2599.9172
FDN34,OUT046,3352.4336
FDS01,OUT035,2617.3809
NCG55,OUT045,2042.5667
FDC11,OUT035,1119.809
FDX35,OUT018,2968.0183
NCB06,OUT046,2421.552
FDR09,OUT019,830.1146
FDC53,OUT017,1400.0753
FDY45,OUT013,5069.57
FDA22,OUT010,303.37442
FDE02,OUT035,1430.2292
FDW21,OUT045,1778.5463
FDV34,OUT046,1084.7828
FDS59,OUT049,2163.7378
NCW17,OUT017,2664.732
NCK54,OUT046,1612.2092
FDG17,OUT019,968.6635
FDG35,OUT017,3724.2166
FDD08,OUT010,254.76031
NCO07,OUT017,3975.2705
FDJ10,OUT010,346.14157
FDW36,OUT017,1450.047
FDW21,OUT010,-17.90754
FDY19,OUT017,1973.0477
DRE03,OUT013,637.5085
NCC55,OUT049,645.3123
FDH52,OUT010,136.36932
FDO09,OUT017,5323.7607
FDU43,OUT045,4126.536
FDX09,OUT010,338.46832
FDH40,OUT019,210.55623
FDW58,OUT017,1476.2164
FDC47,OUT017,4182.643
NCR41,OUT035,1768.8147
DRG49,OUT035,4600.463
FDC52,OUT027,4759.552
FDY13,OUT046,1095.7927
FDY35,OUT013,701.6951
FDI35,OUT017,3890.034
NCU18,OUT049,1907.9238
FDY33,OUT018,2792.8013
FDC15,OUT027,4102.2446
FDU01,OUT049,3789.2263
NCU42,OUT046,3137.4773
NCV29,OUT018,2592.524
NCY30,OUT017,3125.4333
FDQ46,OUT049,1923.2123
FDG58,OUT027,3793.3726
FDK33,OUT017,4268.7964
NCD07,OUT045,1692.2318
NCX29,OUT027,4011.8345
NCT42,OUT013,1849.3864
DRN59,OUT035,693.4653
FDI44,OUT035,1105.3318
FDA45,OUT049,1474.6655
FDP31,OUT045,855.2681
FDY01,OUT046,1689.5466
FDT09,OUT018,1784.5245
DRH03,OUT027,2502.603
FDA36,OUT018,1850.1906
NCF31,OUT017,2360.4697
FDG14,OUT049,2899.7388
FDG28,OUT027,6490.602
FDU14,OUT049,3992.0764
FDY47,OUT019,340.56424
FDI56,OUT049,1509.7732
DRD01,OUT013,614.9862
FDM22,OUT046,974.55225
FDH33,OUT013,336.29794
DRZ24,OUT013,2232.2185
NCQ38,OUT046,1690.2625
FDO16,OUT027,1873.6508
FDU07,OUT027,3657.4707
NCB07,OUT013,2358.7485
FDU48,OUT045,1051.1973
NCM43,OUT045,2184.541
FDR31,OUT010,455.71817
DRK49,OUT018,492.34003
NCI30,OUT010,897.04565
DRD60,OUT017,3049.1038
NCG19,OUT046,3764.4534
FDH12,OUT035,1787.3822
FDM32,OUT035,1526.4452
FDM27,OUT035,2533.1946
NCU53,OUT027,4727.04
NCQ18,OUT046,1561.7592
FDS10,OUT013,2704.176
FDB33,OUT027,4444.523
FDI12,OUT013,1414.1268
NCW42,OUT013,3517.7566
NCC06,OUT018,2084.921
FDW02,OUT017,3173.0327
NCD43,OUT017,2092.382
FDM57,OUT018,943.3998
FDA58,OUT017,3928.614
FDK56,OUT046,2940.3179
FDP52,OUT045,3864.155
FDW20,OUT018,1430.039
FDS52,OUT049,1429.5038
NCT29,OUT018,1615.9287
NCL54,OUT013,2927.4294
FDC05,OUT045,2656.5112
FDF34,OUT035,3000.2131
FDP03,OUT027,3399.3828
FDD32,OUT010,109.72878
FDZ10,OUT045,2202.5776
FDZ40,OUT035,915.3923
FDD51,OUT018,512.67615
NCY30,OUT019,460.88885
FDP58,OUT017,4051.696
FDV49,OUT017,3809.0012
FDY24,OUT019,95.61109
NCO55,OUT017,1585.0692
FDR13,OUT017,1379.7377
FDS51,OUT017,1253.7758
FDP26,OUT045,1647.3156
NCB54,OUT027,3292.958
FDF32,OUT017,3369.1426
FDN31,OUT018,2254.8547
DRM48,OUT017,644.2394
FDN20,OUT049,2882.6409
DRL01,OUT046,3008.0322
FDV56,OUT049,1458.51
DRH13,OUT027,2507.2363
FDA03,OUT017,2846.4585
FDF47,OUT027,5550.496
FDX32,OUT046,2066.0657
FDX57,OUT049,1499.4205
NCA30,OUT045,2887.7898
FDO49,OUT013,771.7604
FDL04,OUT019,249.97404
DRM48,OUT035,655.9638
FDR16,OUT013,4723.0083
NCC19,OUT018,3359.2373
NCE42,OUT045,3233.0508
FDY24,OUT017,1041.5134
FDH19,OUT049,2444.3853
FDJ46,OUT013,2107.2185
FDN45,OUT010,355.3217
FDY08,OUT035,2268.8418
FDZ37,OUT035,1310.4152
NCT30,OUT045,972.17303
DRY23,OUT018,513.86896
NCZ30,OUT018,2033.161
FDC44,OUT018,1683.4924
FDB45,OUT035,1654.548
FDY04,OUT013,1935.8292
FDM27,OUT046,3261.204
FDZ43,OUT017,4169.507
FDT39,OUT019,368.1384
NCC06,OUT019,307.66257
FDL15,OUT027,4382.436
FDL57,OUT017,4652.5576
FDU08,OUT046,1397.6306
FDK40,OUT017,4036.4482
FDQ12,OUT010,655.77814
FDS48,OUT017,2845.1748
FDP09,OUT045,4565.518
FDW21,OUT049,1747.3032
FDY25,OUT035,3833.8652
DRE13,OUT017,1498.6539
FDV43,OUT019,50.24727
FDD22,OUT045,1826.3887
FDM46,OUT019,327.4619
NCO30,OUT010,542.99744
FDM25,OUT046,2798.5464
NCN41,OUT049,1968.1168
FDU24,OUT045,1767.5726
FDZ50,OUT046,3230.7078
FDP45,OUT013,3773.6138
NCM54,OUT045,2024.6299
FDW10,OUT019,213.88599
FDP20,OUT017,1843.38
FDK32,OUT046,2516.319
FDN52,OUT049,1249.62
FDM58,OUT045,2327.597
FDZ46,OUT027,2929.3213
NCA18,OUT018,1470.4244
FDD35,OUT046,2048.116
NCK31,OUT035,774.44324
FDI40,OUT027,3080.9285
FDT50,OUT019,261.43207
NCT06,OUT046,2553.939
FDT31,OUT035,3615.5664
FDT45,OUT049,694.35815
FDT13,OUT045,3346.2234
FDO50,OUT045,1327.4285
NCU18,OUT010,382.67017
NCR54,OUT049,3363.7056
NCO18,OUT018,2452.505
FDU09,OUT045,854.6832
FDT13,OUT018,2850.4084
FDE09,OUT046,1629.924
NCK53,OUT019,267.24747
FDG45,OUT049,4780.1567
DRH15,OUT035,796.29724
FDO21,OUT019,541.37317
FDD14,OUT027,5198.153
FDC09,OUT046,1698.4844
FDH45,OUT027,1503.7716
FDV32,OUT046,1236.5881
FDG12,OUT035,1775.9214
FDS32,OUT013,2022.7805
NCL55,OUT018,3254.3682
DRE01,OUT035,3744.449
DRE15,OUT049,1369.8257
NCL42,OUT045,4367.8667
FDP31,OUT013,750.14545
FDN33,OUT018,1315.466
FDZ59,OUT046,3212.2952
FDE45,OUT010,1017.0349
FDJ07,OUT013,1470.4753
FDQ45,OUT018,3622.9539
FDM33,OUT027,4143.6143
FDO15,OUT010,-61.44901
FDM46,OUT013,1781.9114
FDR03,OUT045,2981.2285
FDY49,OUT018,2272.169
FDQ60,OUT045,2104.4324
FDW10,OUT049,2734.3413
FDO51,OUT049,792.13196
FDJ40,OUT018,1488.1545
FDS20,OUT018,3250.3608
FDU45,OUT013,2241.3645
FDV02,OUT035,3197.4556
FDN09,OUT046,4132.0874
NCM55,OUT027,5654.2783
FDN23,OUT018,2387.911
FDY31,OUT010,503.149
FDW03,OUT010,346.78455
FDD14,OUT046,3527.433
FDV23,OUT017,1817.5662
DRI03,OUT045,2799.7573
FDN13,OUT035,1166.2266
FDF45,OUT027,1758.1669
FDU46,OUT035,1427.9376
FDB57,OUT049,3785.3694
FDV12,OUT049,1960.075
FDQ58,OUT013,1764.3164
NCA18,OUT017,1691.6931
FDH52,OUT049,923.9259
FDM24,OUT018,2550.4836
NCP43,OUT027,4144.774
NCO18,OUT019,513.4404
FDM32,OUT017,1329.6823
NCL07,OUT017,644.94403
FDK03,OUT013,4202.62
FDP59,OUT017,1399.5835
FDQ24,OUT049,4881.9907
FDQ16,OUT018,1626.3438
FDU44,OUT013,2534.8086
FDH28,OUT010,103.84143
FDV28,OUT019,58.268085
FDM22,OUT045,929.1658
FDR56,OUT046,3227.6243
FDV39,OUT049,3467.8977
FDU37,OUT019,404.68674
FDQ11,OUT010,619.6659
FDX02,OUT045,3755.0151
NCS42,OUT018,1241.6246
FDY57,OUT027,2849.6582
FDB21,OUT049,4353.708
FDE28,OUT017,3540.2031
FDQ55,OUT017,2274.8745
FDA48,OUT049,3486.6558
FDZ19,OUT045,2373.215
NCC43,OUT045,2747.6475
NCV18,OUT046,2146.2703
NCA42,OUT018,2375.5857
FDY45,OUT046,4128.023
NCC30,OUT045,2576.1028
FDM57,OUT013,1328.2032
FDL09,OUT010,441.02808
FDB09,OUT027,3244.4128
FDT44,OUT035,1762.0076
NCT06,OUT027,3729.554
FDX26,OUT049,3706.4824
FDK32,OUT013,2530.8315
DRA12,OUT046,2192.1294
FDO46,OUT010,1241.8304
FDE52,OUT013,1369.3014
NCH42,OUT045,4207.4478
FDV08,OUT035,763.31714
FDB47,OUT018,2677.046
FDC28,OUT010,294.98007
FDD22,OUT046,1901.3855
FDS07,OUT027,2983.8853
DRI13,OUT045,3388.5945
FDG32,OUT018,3385.609
FDU14,OUT017,3405.0137
FDD28,OUT019,203.15605
NCP41,OUT017,1849.8636
FDS08,OUT049,2130.3923
FDX47,OUT045,2326.411
FDC53,OUT019,267.19858
FDQ19,OUT035,3822.2947
FDL14,OUT045,2020.8323
FDM33,OUT019,378.65073
FDA51,OUT045,1848.4429
FDZ27,OUT018,505.63937
FDT04,OUT046,461.0715
DRC13,OUT049,1992.6693
FDR16,OUT027,5044.334
FDQ03,OUT027,5882.4775
FDE38,OUT035,2858.286
DRH23,OUT027,1733.04
FDT11,OUT019,704.71234
FDD09,OUT035,3388.5679
FDR40,OUT045,2053.1262
FDX07,OUT017,2971.0405
FDR07,OUT035,1513.6562
FDA51,OUT017,1911.6368
FDT59,OUT019,802.95087
FDF20,OUT017,3203.9697
FDR13,OUT045,1788.7086
FDY26,OUT049,5097.082
FDW04,OUT017,2163.4973
FDK52,OUT017,4792.673
FDN60,OUT049,2910.148
FDM09,OUT019,579.92737
FDP46,OUT049,1645.5751
FDB50,OUT019,190.69675
NCQ29,OUT049,3662.7507
FDP16,OUT027,6900.1846
FDX33,OUT018,2254.846
FDP07,OUT010,175.4911
FDN22,OUT046,3409.059
FDF39,OUT049,3444.7922
FDS21,OUT017,1037.0804
NCM42,OUT013,1577.9745
FDK50,OUT019,368.3533
DRF13,OUT027,3294.8115
FDH35,OUT018,2172.252
FDP60,OUT018,835.9245
DRJ49,OUT027,3056.6804
NCT42,OUT019,265.88098
FDE38,OUT049,2999.133
FDI04,OUT049,3072.0632
NCH54,OUT045,2944.977
FDT56,OUT049,911.48047
DRD15,OUT018,2968.029
FDV58,OUT013,2625.2544
FDP21,OUT049,3546.899
FDH05,OUT013,3350.504
FDR10,OUT027,5025.867
NCP06,OUT045,1979.1328
FDF33,OUT049,1896.2561
DRK37,OUT013,3675.429
DRH49,OUT045,1236.0814
FDT58,OUT013,2184.6855
FDD41,OUT018,1767.1145
FDP40,OUT018,1499.3883
FDM51,OUT027,2274.8245
FDO45,OUT010,132.9886
FDW33,OUT010,162.89603
FDY24,OUT045,1149.2258
FDB10,OUT010,-29.669592
FDM40,OUT035,2446.4465
NCI06,OUT017,2826.9158
FDW12,OUT019,395.6863
FDX48,OUT027,4247.488
NCW05,OUT027,2590.274
FDX27,OUT017,1629.0322
DRM37,OUT045,3174.7947
FDA38,OUT045,3077.7075
FDR36,OUT046,724.18445
FDZ45,OUT046,3510.0598
FDG05,OUT017,2742.5835
FDK28,OUT013,4759.483
FDV47,OUT045,1168.5155
FDN21,OUT045,2273.7532
FDP20,OUT027,3499.2761
FDI35,OUT045,3801.436
DRY23,OUT013,535.6102
FDA56,OUT017,2203.2664
FDB09,OUT013,1993.533
NCO26,OUT027,2684.7068
FDQ49,OUT018,2398.3374
FDI52,OUT027,3166.664
FDZ44,OUT027,3092.832
FDZ09,OUT018,2490.6055
FDY03,OUT049,1917.1884
NCG42,OUT017,1889.9338
DRI13,OUT027,5539.2095
FDQ32,OUT013,2151.5125
FDW16,OUT035,1727.4441
FDU27,OUT046,817.2184
FDR28,OUT010,457.84033
FDQ49,OUT010,355.30573
FDS37,OUT046,1908.8077
FDW26,OUT018,2566.6362
FDX12,OUT018,3639.9683
NCP06,OUT013,2182.174
FDW45,OUT010,242.25764
NCN30,OUT049,1619.8455
FDN24,OUT049,501.01343
NCL41,OUT027,1081.7115
FDR02,OUT019,371.6623
FDD09,OUT010,443.00034
FDS33,OUT010,253.49525
FDU22,OUT045,1973.351
FDI53,OUT013,2645.177
DRH01,OUT049,2970.2205
FDX32,OUT013,2012.5709
NCP30,OUT018,512.62445
FDB60,OUT045,2719.7126
FDB14,OUT049,1387.0067
NCP02,OUT035,868.76855
FDJ10,OUT017,1547.5706
FDG34,OUT046,1775.5255
NCB18,OUT017,1528.4833
FDM16,OUT049,1205.8201
FDW25,OUT018,1440.6798
FDB35,OUT010,228.48087
DRN11,OUT013,1892.498
FDF41,OUT019,423.7528
FDH16,OUT045,1250.6233
NCQ50,OUT018,3003.8647
DRH23,OUT018,771.6841
DRJ37,OUT013,2463.0361
DRJ24,OUT027,4557.9434
FDY16,OUT035,3008.3538
FDQ27,OUT045,2667.0813
FDZ33,OUT045,1914.4717
FDF29,OUT045,1982.6056
FDA08,OUT049,2739.1802
FDG31,OUT046,1187.5314
FDE34,OUT019,519.1824
NCR30,OUT027,2008.1992
FDV33,OUT035,3489.6414
DRZ24,OUT018,1664.1975
NCL54,OUT035,2929.1313
FDR12,OUT049,2522.6255
NCC54,OUT046,3621.2654
DRN59,OUT013,799.68805
FDX50,OUT019,271.70715
FDV31,OUT027,4638.7783
NCA29,OUT027,4397.3022
FDW60,OUT049,2978.7546
FDX08,OUT017,3591.5334
DRD49,OUT013,3579.6084
FDD33,OUT046,3720.8206
FDW35,OUT013,629.5849
FDJ36,OUT017,1646.779
FDV51,OUT035,2771.0352
FDW36,OUT046,1526.254
FDH35,OUT046,2214.5393
NCS30,OUT027,3310.0862
FDN49,OUT017,514.45404
FDL08,OUT018,3122.4644
FDI09,OUT013,4143.488
FDP19,OUT018,1645.8033
FDU21,OUT010,-4.537071
NCP41,OUT045,1561.0526
FDY10,OUT013,1940.5807
FDP12,OUT018,376.1152
NCN26,OUT049,1981.6366
FDK44,OUT013,2912.1484
FDC28,OUT049,1635.2776
FDJ41,OUT027,7105.0654
NCT29,OUT035,1977.5269
NCH42,OUT019,411.73495
FDU60,OUT018,3213.3157
FDS02,OUT045,3918.1997
FDC51,OUT046,2070.1042
FDU03,OUT013,3354.3928
FDX39,OUT045,3455.2532
NCY05,OUT010,66.55414
NCL06,OUT027,5813.3564
FDD32,OUT035,1530.8983
NCN41,OUT045,1789.3251
NCX53,OUT049,2555.9666
FDU57,OUT019,546.3645
FDQ23,OUT046,1649.7623
FDQ52,OUT045,5186.595
FDC14,OUT045,578.83264
FDY09,OUT035,3022.4502
FDQ28,OUT045,2559.177
FDV25,OUT046,5511.371
FDJ07,OUT035,1562.0325
DRB25,OUT049,1438.3262
FDK52,OUT019,661.39374
FDY52,OUT027,1306.0115
FDB28,OUT046,2633.5042
FDT36,OUT035,614.1872
FDV25,OUT017,3891.7803
NCN07,OUT027,3909.6355
FDC57,OUT017,3118.6375
FDQ03,OUT018,2715.3667
FDU23,OUT017,2656.552
NCX41,OUT035,3953.5454
NCD06,OUT035,847.6412
FDW08,OUT045,1494.8168
NCU29,OUT017,2770.5723
NCE06,OUT013,2055.5684
FDV52,OUT010,205.09387
FDB02,OUT017,2896.9246
NCR18,OUT045,674.5276
FDK16,OUT049,1588.9268
NCQ29,OUT010,571.5217
FDZ01,OUT019,107.220146
FDW27,OUT035,2340.0605
FDD17,OUT018,2642.3843
FDW39,OUT013,2232.0237
DRH59,OUT045,884.6833
FDS52,OUT013,1456.5009
FDU40,OUT027,5690.583
NCF54,OUT013,2293.5237
FDH46,OUT045,1573.1256
NCP14,OUT049,2139.9194
FDH50,OUT049,3511.405
DRF15,OUT010,203.62401
FDV27,OUT027,2197.8667
NCJ06,OUT049,2187.3857
FDN02,OUT018,3101.468
FDQ51,OUT049,781.538
FDQ07,OUT017,4213.9717
FDS45,OUT049,1783.0673
NCJ06,OUT045,1909.3829
FDD36,OUT035,2057.9172
FDY25,OUT045,2605.9578
FDU52,OUT046,2256.0483
DRK47,OUT017,4228.9775
NCL30,OUT017,2109.7
FDN22,OUT035,3581.231
NCF30,OUT027,3485.208
FDK03,OUT035,4753.2183
FDT45,OUT017,642.0857
NCC54,OUT027,6327.2886
FDP08,OUT018,3019.194
FDU44,OUT046,2678.1646
DRG39,OUT035,768.89374
FDU32,OUT049,2003.3805
FDY27,OUT049,2820.2754
NCP54,OUT013,2119.2942
NCZ41,OUT049,2007.1279
DRL49,OUT013,2157.5151
FDI05,OUT018,1470.0624
FDY56,OUT045,4841.9688
DRC13,OUT013,2003.8494
NCV29,OUT017,3172.8777
FDR24,OUT049,1580.5438
FDZ34,OUT018,2621.5425
FDP37,OUT035,2179.7295
FDX08,OUT027,4919.8643
FDS57,OUT045,1824.8441
NCG18,OUT049,1900.707
FDK25,OUT018,2910.3372
FDH53,OUT049,1241.5453
DRI59,OUT018,3370.643
FDA52,OUT046,2475.3481
FDT20,OUT010,52.709496
FDE36,OUT019,436.63068
FDI24,OUT017,3223.0242
FDB28,OUT018,2897.028
FDV11,OUT017,2754.7866
FDP01,OUT046,2068.9495
FDD34,OUT027,3890.0657
FDJ50,OUT027,1294.5245
FDZ44,OUT013,1706.8297
DRO59,OUT035,1154.5897
DRB48,OUT045,674.8539
FDR21,OUT018,2742.3203
NCE42,OUT010,762.6932
FDO23,OUT046,1675.6809
NCE30,OUT018,2188.9458
FDQ22,OUT035,639.33844
FDY01,OUT045,1765.2616
FDS08,OUT017,2359.0745
FDG28,OUT018,2643.3398
FDQ51,OUT018,673.34515
FDB05,OUT017,5134.132
FDO56,OUT049,1798.6494
FDE02,OUT018,1143.0303
FDN45,OUT017,3454.8918
FDS09,OUT013,818.8746
NCA54,OUT018,2710.437
FDP09,OUT010,705.92255
FDC53,OUT045,1296.4425
NCM55,OUT017,3151.254
FDL09,OUT018,2677.6648
FDA11,OUT019,42.24433
FDA50,OUT045,1240.3529
FDC23,OUT017,3354.0564
FDE22,OUT049,2277.4128
FDD23,OUT046,3254.0386
NCA29,OUT049,2913.0625
FDK38,OUT046,2552.2075
DRC13,OUT046,1972.2391
NCP43,OUT049,2935.048
FDX28,OUT049,1743.7421
FDF08,OUT049,1481.4476
FDZ33,OUT046,1789.6613
FDD10,OUT049,2110.7139
FDO58,OUT017,2604.5332
FDI50,OUT017,3765.87
FDO58,OUT045,2624.4915
FDX08,OUT013,3264.092
NCK17,OUT010,17.028044
FDF39,OUT035,5534.563
FDU45,OUT010,493.26852
NCJ18,OUT018,1461.417
DRC27,OUT019,-222.27132
DRC25,OUT035,1512.5125
FDU59,OUT035,2253.3308
FDU28,OUT035,3474.6963
NCP30,OUT046,698.69385
FDB39,OUT018,696.1813
FDE41,OUT013,1180.048
DRH11,OUT010,265.02664
FDA58,OUT045,3078.4785
FDU50,OUT046,1497.3185
FDM34,OUT013,1813.81
FDM44,OUT027,2641.905
FDR39,OUT045,3409.8247
FDM25,OUT045,2791.219
FDQ49,OUT049,2460.8586
DRH25,OUT018,562.93726
FDM09,OUT027,3369.61
FDL44,OUT019,452.83698
NCR42,OUT018,343.8893
DRL59,OUT046,901.1527
FDX43,OUT013,2151.5903
DRK47,OUT010,567.1724
FDU48,OUT018,1319.1501
FDY12,OUT045,680.49207
NCN43,OUT018,2018.0499
NCM55,OUT018,2413.6345
FDQ21,OUT027,3329.1409
FDX13,OUT035,4250.4053
NCK30,OUT027,4039.6729
FDG20,OUT049,2346.0498
DRG27,OUT017,666.1742
FDY14,OUT018,3412.6072
FDP59,OUT035,1892.4337
FDU60,OUT017,3574.3413
NCC18,OUT019,709.9098
DRJ39,OUT017,3955.101
FDS07,OUT049,1667.597
FDM08,OUT027,5654.0
FDP51,OUT045,1971.4679
FDU16,OUT035,1331.1232
FDH12,OUT013,1345.5312
DRE48,OUT010,1056.9048
NCL42,OUT027,7191.769
FDR21,OUT045,2413.8027
NCW29,OUT035,2479.8125
FDO11,OUT013,5661.5425
NCM31,OUT049,2476.616
FDV35,OUT019,301.9149
FDF58,OUT017,895.4605
NCE43,OUT049,3138.2869
FDA02,OUT035,2534.1956
DRL37,OUT010,186.93015
FDR24,OUT018,1282.7596
FDW59,OUT049,1497.2899
FDS22,OUT049,893.9988
FDW24,OUT017,754.8172
FDU24,OUT035,1650.4669
FDA21,OUT027,5469.8584
FDH58,OUT027,3430.5159
FDW36,OUT018,1187.1714
FDI45,OUT027,4976.0703
FDU01,OUT018,3474.168
FDF35,OUT027,2479.569
