Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL26,OUT045,2474.5585086428728
FDA56,OUT018,1997.3400205686423
FDN27,OUT046,1945.2093767274134
FDM20,OUT049,3730.0493948501635
FDO16,OUT017,1447.672078150819
FDL03,OUT035,3034.8301047620052
FDE58,OUT046,1928.7673055635055
FDI02,OUT027,3042.9032308568367
NCC55,OUT019,-845.2703170264854
FDR03,OUT018,3161.915428376803
FDB14,OUT017,1585.3976434376782
FDR45,OUT013,3672.4627433464466
NCN07,OUT017,2111.9323160645536
FDM51,OUT019,46.6684194965419
FDT52,OUT027,4910.215349512966
FDL26,OUT046,2453.450063978493
NCZ42,OUT046,3644.354738431358
DRI47,OUT019,656.6377377334904
FDW40,OUT013,2268.8778238331524
FDN34,OUT046,2663.352437721089
FDS01,OUT035,2792.189940574599
NCG55,OUT045,1917.5826443506726
FDC11,OUT035,1512.2948778759967
FDX35,OUT018,3451.883539961038
NCB06,OUT046,2539.2178963388023
FDR09,OUT019,2264.8676210383055
FDC53,OUT017,1646.2800267683276
FDY45,OUT013,3873.885151252539
FDA22,OUT010,978.9355431656898
FDE02,OUT035,1622.9115712952143
FDW21,OUT045,1701.1253949249644
FDV34,OUT046,1317.9086181913642
FDS59,OUT049,1818.223788085791
NCW17,OUT017,2081.9723969375764
NCK54,OUT046,1931.6183528228412
FDG17,OUT019,2044.6699552180687
FDG35,OUT017,2717.6799453686262
FDD08,OUT010,-859.8238860077533
NCO07,OUT017,3253.5839529671975
FDJ10,OUT010,609.7910628750099
FDW36,OUT017,1746.5282521684017
FDW21,OUT010,29.33697919744145
FDY19,OUT017,1943.3208745447735
DRE03,OUT013,944.5424489678082
NCC55,OUT049,819.4819504795773
FDH52,OUT010,-497.1976934294339
FDO09,OUT017,4006.9443430389247
FDU43,OUT045,3651.835571220414
FDX09,OUT010,1070.7038027292604
FDH40,OUT019,-222.6725199616601
FDW58,OUT017,1752.1571707455696
FDC47,OUT017,3480.3364944705463
NCR41,OUT035,1610.6911890641827
DRG49,OUT035,3726.308978455636
FDC52,OUT027,3606.5071467736525
FDY13,OUT046,1331.4630541251847
FDY35,OUT013,901.8808750714516
FDI35,OUT017,2839.962572539024
NCU18,OUT049,2272.6548281984324
FDY33,OUT018,2496.6926453863734
FDC15,OUT027,3680.4992814705265
FDU01,OUT049,2906.5104624175938
NCU42,OUT046,2668.0553991923125
NCV29,OUT018,2766.070172815327
NCY30,OUT017,2855.9233711645848
FDQ46,OUT049,1860.4040894437996
FDG58,OUT027,3627.987100064126
FDK33,OUT017,3283.1357754973296
NCD07,OUT045,1909.6205390232683
NCX29,OUT027,3495.8904533544346
NCT42,OUT013,2369.607321771575
DRN59,OUT035,928.136965774652
FDI44,OUT035,1394.3071155799773
FDA45,OUT049,2790.3380263627114
FDP31,OUT045,1206.9204161460534
FDY01,OUT046,1903.0290753694048
FDT09,OUT018,2135.065585855501
DRH03,OUT027,2797.9298799191956
FDA36,OUT018,2893.055761456949
NCF31,OUT017,2440.858173121368
FDG14,OUT049,2411.306350591236
FDG28,OUT027,4918.658727378717
FDU14,OUT049,3802.670887873497
FDY47,OUT019,452.84555510641053
FDI56,OUT049,1554.4751792340053
DRD01,OUT013,1076.6756836482507
FDM22,OUT046,1054.1965973103302
FDH33,OUT013,876.587329444947
DRZ24,OUT013,1948.91320515119
NCQ38,OUT046,1762.9337353615579
FDO16,OUT027,2646.132018189416
FDU07,OUT027,3563.8089849065445
NCB07,OUT013,3019.350578674793
FDU48,OUT045,2141.4841385946856
NCM43,OUT045,2605.765786217371
FDR31,OUT010,639.7143940312351
DRK49,OUT018,844.4305465116616
NCI30,OUT010,2051.669515468777
DRD60,OUT017,2831.519194673273
NCG19,OUT046,3594.2123317459445
FDH12,OUT035,1760.119276072974
FDM32,OUT035,1572.324480042205
FDM27,OUT035,2478.743609604998
NCU53,OUT027,3796.671717525409
NCQ18,OUT046,1677.683763510348
FDS10,OUT013,2802.929917219836
FDB33,OUT027,3679.0554638554822
FDI12,OUT013,1490.7417486440202
NCW42,OUT013,3398.382254446269
NCC06,OUT018,2076.03511673674
FDW02,OUT017,2053.419707454892
NCD43,OUT017,1749.8239839953337
FDM57,OUT018,1433.7361046518265
FDA58,OUT017,3615.765460977921
FDK56,OUT046,2888.179889071046
FDP52,OUT045,3535.6631351655315
FDW20,OUT018,2010.4497719348667
FDS52,OUT049,1695.0152038094484
NCT29,OUT018,1952.308671951298
NCL54,OUT013,2767.377667486443
FDC05,OUT045,3072.3440326195414
FDF34,OUT035,3051.680272522758
FDP03,OUT027,3214.846992174301
FDD32,OUT010,-221.26529031736823
FDZ10,OUT045,2076.3800663311604
FDZ40,OUT035,1043.8647172619383
FDD51,OUT018,881.8712984276949
NCY30,OUT019,1134.8819178868414
FDP58,OUT017,3349.1658048667996
FDV49,OUT017,4001.7601090293538
FDY24,OUT019,-654.6610617071327
NCO55,OUT017,1790.5970557090502
FDR13,OUT017,1923.656247495437
FDS51,OUT017,1154.8895072780006
FDP26,OUT045,1755.9341751108493
NCB54,OUT027,3282.320839158813
FDF32,OUT017,3056.383233993981
FDN31,OUT018,2927.6820540843983
DRM48,OUT017,789.9301279494451
FDN20,OUT049,2661.019250970853
DRL01,OUT046,3563.7345521098678
FDV56,OUT049,1791.5230128149944
DRH13,OUT027,2979.6876607759514
FDA03,OUT017,2331.2040247788455
FDF47,OUT027,4614.137046813215
FDX32,OUT046,2343.4244070098775
FDX57,OUT049,1640.206423623563
NCA30,OUT045,2964.133701892063
FDO49,OUT013,975.9095977390771
FDL04,OUT019,87.40490323950712
DRM48,OUT035,806.8168836809492
FDR16,OUT013,3269.9894361603538
NCC19,OUT018,2977.3431882314635
NCE42,OUT045,3596.1008339285845
FDY24,OUT017,1055.1225544162744
FDH19,OUT049,2751.453456831635
FDJ46,OUT013,2722.3463188690985
FDN45,OUT010,1768.2928675384067
FDY08,OUT035,2252.0276560724005
FDZ37,OUT035,1501.073628692412
NCT30,OUT045,948.7641379006842
DRY23,OUT018,855.6517956952462
NCZ30,OUT018,1978.60135062525
FDC44,OUT018,1860.9850969553238
FDB45,OUT035,1754.5269454665574
FDY04,OUT013,2579.0284229758236
FDM27,OUT046,2518.146039645174
FDZ43,OUT017,3677.0925288761673
FDT39,OUT019,728.741370247725
NCC06,OUT019,390.96403872831365
FDL15,OUT027,3624.764544178697
FDL57,OUT017,3906.1782571297517
FDU08,OUT046,1671.1288878272358
FDK40,OUT017,3998.5009651731734
FDQ12,OUT010,1831.5084376192924
FDS48,OUT017,2409.4544363793475
FDP09,OUT045,3266.7302923041743
FDW21,OUT049,1675.795261327708
FDY25,OUT035,2830.5932375673283
DRE13,OUT017,1485.5941026052
FDV43,OUT019,-791.4606698880475
FDD22,OUT045,1854.7751708666317
FDM46,OUT019,-87.79800193413666
NCO30,OUT010,1210.3544581695107
FDM25,OUT046,2727.493964907919
NCN41,OUT049,2011.239406096883
FDU24,OUT045,1595.2482509477222
FDZ50,OUT046,2868.070577454113
FDP45,OUT013,3820.928285278542
NCM54,OUT045,2057.604808417016
FDW10,OUT019,1074.9254916621364
FDP20,OUT017,2082.008984908328
FDK32,OUT046,2408.010618764303
FDN52,OUT049,1516.5531547796243
FDM58,OUT045,1844.9245633565877
FDZ46,OUT027,3023.2386038075
NCA18,OUT018,1914.4232354676685
FDD35,OUT046,1996.7590130571182
NCK31,OUT035,978.2427844893132
FDI40,OUT027,2878.476890299181
FDT50,OUT019,-16.547150584343626
NCT06,OUT046,2601.026236775396
FDT31,OUT035,2926.138501496179
FDT45,OUT049,1029.3111482806703
FDT13,OUT045,2915.36193688019
FDO50,OUT045,1562.4372845614096
NCU18,OUT010,589.6085753165739
NCR54,OUT049,3027.793956540545
NCO18,OUT018,2774.5135506810784
FDU09,OUT045,1074.3424968980146
FDT13,OUT018,2904.72169520813
FDE09,OUT046,1861.3666345204956
NCK53,OUT019,30.29952427413741
FDG45,OUT049,3283.6170480356777
DRH15,OUT035,915.9897594851233
FDO21,OUT019,1760.294174240251
FDD14,OUT027,4056.1986374443186
FDC09,OUT046,1727.8261701957608
FDH45,OUT027,2072.75067070406
FDV32,OUT046,1197.5510811743573
FDG12,OUT035,1958.2825401228863
FDS32,OUT013,2254.8421153609843
NCL55,OUT018,3800.882120664033
DRE01,OUT035,3709.458810694883
DRE15,OUT049,1365.717838126541
NCL42,OUT045,3758.1939877360037
FDP31,OUT013,1182.9975121930893
FDN33,OUT018,1582.238234554674
FDZ59,OUT046,2601.9521938813396
FDE45,OUT010,1116.6245204817967
FDJ07,OUT013,1948.5051085543453
FDQ45,OUT018,2861.652024714929
FDM33,OUT027,4548.070429472994
FDO15,OUT010,-327.1424342946102
FDM46,OUT013,1583.9904137933859
FDR03,OUT045,3176.77735898174
FDY49,OUT018,2607.754023373187
FDQ60,OUT045,1954.06085119001
FDW10,OUT049,2760.7862038325793
FDO51,OUT049,909.916156340359
FDJ40,OUT018,1796.8069817977425
FDS20,OUT018,2830.2482879729077
FDU45,OUT013,1864.5891904059242
FDV02,OUT035,2666.130309038921
FDN09,OUT046,3691.6095098866836
NCM55,OUT027,4090.898106013271
FDN23,OUT018,2301.3438406250452
FDY31,OUT010,650.0096861088753
FDW03,OUT010,106.66143369199904
FDD14,OUT046,2863.367615982889
FDV23,OUT017,2051.0865207046554
DRI03,OUT045,2754.676012717063
FDN13,OUT035,1680.0169502605843
FDF45,OUT027,2305.095542813825
FDU46,OUT035,1512.812738385096
FDB57,OUT049,3411.4920058124926
FDV12,OUT049,1684.2752271642119
FDQ58,OUT013,2408.936575870248
NCA18,OUT017,1913.8056399853929
FDH52,OUT049,1145.0388997679565
FDM24,OUT018,2378.63170714885
NCP43,OUT027,4013.128966951117
NCO18,OUT019,1090.8497023169446
FDM32,OUT017,1565.288331820745
NCL07,OUT017,816.1496306818938
FDK03,OUT013,3845.7405583666987
FDP59,OUT017,1721.234706541897
FDQ24,OUT049,3809.670448124206
FDQ16,OUT018,1808.0648189520784
FDU44,OUT013,2542.9217247625784
FDH28,OUT010,-848.5660488534174
FDV28,OUT019,-890.7097622406743
FDM22,OUT045,1040.12430086741
FDR56,OUT046,3041.3849804451174
FDV39,OUT049,3052.1615450611052
FDU37,OUT019,-259.7051752808486
FDQ11,OUT010,2217.0584011031287
FDX02,OUT045,3427.8609010348973
NCS42,OUT018,1569.165071159201
FDY57,OUT027,2796.004789765804
FDB21,OUT049,3686.0171792802666
FDE28,OUT017,3516.887877251387
FDQ55,OUT017,1876.2917121278565
FDA48,OUT049,3414.7877376394244
FDZ19,OUT045,2735.937342773671
NCC43,OUT045,3834.0746246155177
NCV18,OUT046,1435.0070113521908
NCA42,OUT018,2504.210066146181
FDY45,OUT046,3889.3646773397504
NCC30,OUT045,2798.744816257711
FDM57,OUT013,1483.7787763640633
FDL09,OUT010,954.5313666743775
FDB09,OUT027,3219.99463821312
FDT44,OUT035,1954.5787116991096
NCT06,OUT027,3775.563272861029
FDX26,OUT049,2861.996974309349
FDK32,OUT013,2436.1552116501434
DRA12,OUT046,2293.282000324465
FDO46,OUT010,1251.5356264800723
FDE52,OUT013,1501.5183132600084
NCH42,OUT045,3521.590838722611
FDV08,OUT035,873.8094581271147
FDB47,OUT018,3230.3518204380125
FDC28,OUT010,162.87744352217624
FDD22,OUT046,1882.919763752472
FDS07,OUT027,3085.564804753193
DRI13,OUT045,3335.1300963946314
FDG32,OUT018,3403.666223429016
FDU14,OUT017,3804.078117517789
FDD28,OUT019,-565.1528129522951
NCP41,OUT017,1823.8892946337107
FDS08,OUT049,2745.306677745367
FDX47,OUT045,2498.926097163433
FDC53,OUT019,20.930189302441022
FDQ19,OUT035,3675.6852992318745
FDL14,OUT045,2461.893441844245
FDM33,OUT019,1720.0389630356337
FDA51,OUT045,1875.8470275602601
FDZ27,OUT018,950.2711025181524
FDT04,OUT046,863.069481481878
DRC13,OUT049,2037.9767693384313
FDR16,OUT027,4485.336131930457
FDQ03,OUT027,4787.932722342567
FDE38,OUT035,2643.2431261041556
DRH23,OUT027,2266.692245821096
FDT11,OUT019,1249.6837122681834
FDD09,OUT035,2810.8920225472402
FDR40,OUT045,1435.5248718612904
FDX07,OUT017,2864.3301610595854
FDR07,OUT035,1647.2791598157748
FDA51,OUT017,1889.9193240031802
FDT59,OUT019,1847.9139208124486
FDF20,OUT017,3027.312684002197
FDR13,OUT045,1898.3261138981807
FDY26,OUT049,3240.474201600973
FDW04,OUT017,2109.1544447467213
FDK52,OUT017,3475.2254364024784
FDN60,OUT049,2493.741863153862
FDM09,OUT019,1012.1911941195988
FDP46,OUT049,1518.8497535591089
FDB50,OUT019,-277.9625726858933
NCQ29,OUT049,3924.4356545347964
FDP16,OUT027,4916.770225196078
FDX33,OUT018,2533.7253007055615
FDP07,OUT010,1357.412770457314
FDN22,OUT046,3816.706596345666
FDF39,OUT049,3964.727453710165
FDS21,OUT017,1136.5955219022044
NCM42,OUT013,1790.5604677382985
FDK50,OUT019,908.2025523249961
DRF13,OUT027,3531.552467000083
FDH35,OUT018,2573.0545548042346
FDP60,OUT018,1666.0809767615917
DRJ49,OUT027,3295.4305905250385
NCT42,OUT019,695.0044467554683
FDE38,OUT049,2641.8358964598638
FDI04,OUT049,3077.4916786583617
NCH54,OUT045,2504.037155231502
FDT56,OUT049,1111.3385642464514
DRD15,OUT018,3535.7628701387075
FDV58,OUT013,3009.981243703097
FDP21,OUT049,2914.880664341843
FDH05,OUT013,3558.1422215034518
FDR10,OUT027,3737.1599758682996
NCP06,OUT045,2385.0502598880357
FDF33,OUT049,1780.2651756606583
DRK37,OUT013,2932.693377179291
DRH49,OUT045,1467.854565709255
FDT58,OUT013,2638.9848492005285
FDD41,OUT018,1734.0360962844532
FDP40,OUT018,1818.804795597315
FDM51,OUT027,2894.40110095399
FDO45,OUT010,-176.82497815062652
FDW33,OUT010,106.62484572124708
FDY24,OUT045,1043.8647172619383
FDB10,OUT010,1950.531920933511
FDM40,OUT035,2276.395244592961
NCI06,OUT017,2827.334093711148
FDW12,OUT019,627.5305997709547
FDX48,OUT027,3643.021941583742
NCW05,OUT027,2970.763010371851
FDX27,OUT017,1621.0230691125746
DRM37,OUT045,3072.3440326195414
FDA38,OUT045,3681.3508057797944
FDR36,OUT046,845.6648652412745
FDZ45,OUT046,3079.8248654085983
FDG05,OUT017,2512.072436500409
FDK28,OUT013,3920.7318261110195
FDV47,OUT045,1488.9264224028836
FDN21,OUT045,2541.06981055069
FDP20,OUT027,3253.7315617053773
FDI35,OUT045,2839.962572539024
DRY23,OUT013,891.6221709645629
FDA56,OUT017,2009.3874918849947
FDB09,OUT013,2015.9057795973554
NCO26,OUT027,3115.0800393125737
FDQ49,OUT018,2469.065913009632
FDI52,OUT027,3186.257714720864
FDZ44,OUT027,3116.931953524462
FDZ09,OUT018,2579.16474591975
FDY03,OUT049,1873.995113348372
NCG42,OUT017,2110.561674391013
DRI13,OUT027,4532.182806788937
FDQ32,OUT013,2050.1605635987116
FDW16,OUT035,1562.4372845614096
FDU27,OUT046,944.0611764294603
FDR28,OUT010,898.7966293825482
FDQ49,OUT010,833.2478725514263
FDS37,OUT046,1916.6200992739768
FDW26,OUT018,3368.4854823217165
FDX12,OUT018,3658.97145441505
NCP06,OUT013,2403.344245263832
FDW45,OUT010,651.4169157531676
NCN30,OUT049,1612.5431032760707
FDN24,OUT049,1029.3111482806703
NCL41,OUT027,1925.5825945040017
FDR02,OUT019,148.28728657015654
FDD09,OUT010,1153.175903262638
FDS33,OUT010,-174.49179140039018
FDU22,OUT045,1965.3552763150976
FDI53,OUT013,2569.21440343653
DRH01,OUT049,2755.6751457645105
FDX32,OUT013,2294.1713694596574
NCP30,OUT018,825.6918765682693
FDB60,OUT045,3039.0883816656324
FDB14,OUT049,1596.655480592014
NCP02,OUT035,1099.1181820154197
FDJ10,OUT017,2257.6565746495685
FDG34,OUT046,1837.480318538283
NCB18,OUT017,1518.4050689915125
FDM16,OUT049,1326.7966806247125
FDW25,OUT018,1449.660315306635
FDB35,OUT010,-107.94390152182109
DRN11,OUT013,2297.911785854186
FDF41,OUT019,2100.922553018997
FDH16,OUT045,1523.0714424919847
NCQ50,OUT018,3256.5347351997098
DRH23,OUT018,1070.2571309090663
DRJ37,OUT013,2419.749728456988
DRJ24,OUT027,4064.1607427717227
FDY16,OUT035,2863.367615982889
FDQ27,OUT045,1762.5256387647132
FDZ33,OUT045,2373.3843261368547
FDF29,OUT045,2130.2628894111012
FDA08,OUT049,2578.0658778991274
FDG31,OUT046,1199.4029953862455
FDE34,OUT019,1187.8753718315904
NCR30,OUT027,2501.8149892486936
FDV33,OUT035,3914.621634995504
DRZ24,OUT018,1957.9741784992177
NCL54,OUT035,2723.7535485133903
FDR12,OUT049,2714.902074050794
NCC54,OUT046,3686.4984518186147
DRN59,OUT013,928.136965774652
FDX50,OUT019,160.02639626284054
FDV31,OUT027,3974.7256699583886
NCA29,OUT027,3895.549301251943
FDW60,OUT049,2770.6368113426233
FDX08,OUT017,2849.3684954814726
DRD49,OUT013,3609.618681891654
FDD33,OUT046,3536.5525043007237
FDW35,OUT013,876.6239174156985
FDJ36,OUT017,1730.6406294843448
FDV51,OUT035,2623.5419110840676
FDW36,OUT046,1780.3017636314098
FDH35,OUT046,2607.6177004292595
NCS30,OUT027,3306.6884276793744
FDN49,OUT017,820.37131961477
FDL08,OUT018,3727.8525310438554
FDI09,OUT013,3660.7236336537617
FDP19,OUT018,2087.7376384586723
FDU21,OUT010,-927.2977329922667
NCP41,OUT045,1797.1519313921624
FDY10,OUT013,1866.92237715616
FDP12,OUT018,776.5120149595521
NCN26,OUT049,1915.6575541972811
FDK44,OUT013,2737.3811603887143
FDC28,OUT049,1817.7791035181947
FDJ41,OUT027,5168.371627758335
NCT29,OUT035,2020.6453290393308
NCH42,OUT019,1821.657830109248
FDU60,OUT018,2617.531454941728
FDS02,OUT045,3000.6119087314
FDC51,OUT046,2014.053865385467
FDU03,OUT013,2852.146366799305
FDX39,OUT045,3262.063918803701
NCY05,OUT010,-876.1927812301581
NCL06,OUT027,5121.933049496699
FDD32,OUT035,1408.3062360813944
NCN41,OUT045,2009.832176452591
NCX53,OUT049,2273.5807853043766
FDU57,OUT019,716.5575759874444
FDQ23,OUT046,1746.120155571557
FDQ52,OUT045,3786.746677218689
FDC14,OUT045,847.0720948855665
FDY09,OUT035,2770.1921267750267
FDQ28,OUT045,2483.96443158532
FDV25,OUT046,3392.7533358691007
FDJ07,OUT035,1917.546056379921
DRB25,OUT049,1775.1175296218382
FDK52,OUT019,1779.5141167219915
FDY52,OUT027,2352.4234902106537
FDB28,OUT046,3066.233841504026
FDT36,OUT035,789.9667159201967
FDV25,OUT017,3408.2328619563123
NCN07,OUT027,3299.1344189488145
FDC57,OUT017,3002.0557263464443
FDQ03,OUT018,3597.1265260077043
FDU23,OUT017,2633.8737911324597
NCX41,OUT035,3274.247713063982
NCD06,OUT035,939.394802928988
FDW08,OUT045,1784.042180025938
NCU29,OUT017,2323.686604019038
NCE06,OUT013,2547.624686233802
FDV52,OUT010,267.31076988437485
FDB02,OUT017,2767.8223520540387
NCR18,OUT045,885.9932523873948
FDK16,OUT049,1610.6911890641827
NCQ29,OUT010,2248.425549874398
FDZ01,OUT019,63.99985979564235
FDW27,OUT035,2491.926536912725
FDD17,OUT018,3613.5320092008606
FDW39,OUT013,2767.8223520540387
DRH59,OUT045,1304.317594286792
FDS52,OUT013,1713.3091891852446
FDU40,OUT027,4211.29223100103
NCF54,OUT013,2725.678638666782
FDH46,OUT045,1729.233399840053
NCP14,OUT049,1740.4546490236373
FDH50,OUT049,2888.6977495801457
DRF15,OUT010,768.1072123171491
FDV27,OUT027,2694.349334721438
NCJ06,OUT049,1973.317381642502
FDN02,OUT018,3157.2124669055793
FDQ51,OUT049,929.0629228805961
FDQ07,OUT017,3416.6762398220644
FDS45,OUT049,1762.0077782556139
NCJ06,OUT045,1987.389678085422
FDD36,OUT035,1931.5817648520895
FDY25,OUT045,2851.701682231708
FDU52,OUT046,2462.8193989501888
DRK47,OUT017,3477.5220351819626
NCL30,OUT017,2089.4898176973848
FDN22,OUT035,3826.5572038557093
