Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDS59,OUT049,1905.0
NCW17,OUT017,2132.0
NCK54,OUT046,1869.0
FDG17,OUT019,2021.0
FDG35,OUT017,2934.0
FDD08,OUT010,-1270.0
NCO07,OUT017,3436.0
FDJ10,OUT010,266.0
FDW36,OUT017,1774.0
FDW21,OUT010,-174.0
FDY19,OUT017,1990.0
DRE03,OUT013,819.0
NCC55,OUT049,725.0
FDH52,OUT010,-830.0
FDO09,OUT017,4302.0
FDU43,OUT045,3750.0
FDX09,OUT010,850.0
FDH40,OUT019,-507.0
FDW58,OUT017,1782.0
FDC47,OUT017,3678.0
NCR41,OUT035,1636.0
DRG49,OUT035,4002.0
FDC52,OUT027,3935.0
FDY13,OUT046,1257.0
FDY35,OUT013,843.0
FDI35,OUT017,2982.0
NCU18,OUT049,2341.0
FDY33,OUT018,2275.0
FDC15,OUT027,3935.0
FDU01,OUT049,3149.0
NCU42,OUT046,2717.0
NCV29,OUT018,2529.0
NCY30,OUT017,2984.0
FDQ46,OUT049,1893.0
FDG58,OUT027,3943.0
FDK33,OUT017,3482.0
NCD07,OUT045,1752.0
NCX29,OUT027,3733.0
NCT42,OUT013,2409.0
DRN59,OUT035,890.0
FDI44,OUT035,1426.0
FDA45,OUT049,2897.0
FDP31,OUT045,1018.0
FDY01,OUT046,1897.0
FDT09,OUT018,1899.0
DRH03,OUT027,3007.0
FDA36,OUT018,2699.0
NCF31,OUT017,2528.0
FDG14,OUT049,2561.0
FDG28,OUT027,5375.0
FDU14,OUT049,4049.0
FDY47,OUT019,245.0
FDI56,OUT049,1561.0
DRD01,OUT013,1007.0
FDM22,OUT046,1033.0
FDH33,OUT013,743.0
DRZ24,OUT013,1915.0
NCQ38,OUT046,1717.0
FDO16,OUT027,2827.0
FDU07,OUT027,3831.0
NCB07,OUT013,3109.0
FDU48,OUT045,2034.0
NCM43,OUT045,2544.0
FDR31,OUT010,434.0
DRK49,OUT018,387.0
NCI30,OUT010,1912.0
DRD60,OUT017,2954.0
NCG19,OUT046,3701.0
FDH12,OUT035,1822.0
FDM32,OUT035,1634.0
FDM27,OUT035,2662.0
NCU53,OUT027,4117.0
NCQ18,OUT046,1589.0
FDS10,OUT013,2891.0
FDB33,OUT027,3975.0
FDI12,OUT013,1479.0
NCW42,OUT013,3529.0
NCC06,OUT018,1761.0
FDW02,OUT017,2166.0
NCD43,OUT017,1768.0
FDM57,OUT018,1115.0
FDA58,OUT017,3826.0
FDK56,OUT046,2953.0
FDP52,OUT045,3670.0
FDW20,OUT018,1683.0
FDS52,OUT049,1737.0
NCT29,OUT018,1625.0
NCL54,OUT013,2817.0
FDC05,OUT045,3106.0
FDF34,OUT035,3338.0
FDP03,OUT027,3495.0
FDD32,OUT010,-534.0
FDZ10,OUT045,2006.0
FDZ40,OUT035,1062.0
FDD51,OUT018,435.0
NCY30,OUT019,941.0
FDP58,OUT017,3502.0
FDV49,OUT017,4278.0
FDY24,OUT019,-1019.0
NCO55,OUT017,1796.0
FDR13,OUT017,2026.0
FDS51,OUT017,1118.0
FDP26,OUT045,1586.0
NCB54,OUT027,3505.0
FDF32,OUT017,3210.0
FDN31,OUT018,2715.0
DRM48,OUT017,674.0
FDN20,OUT049,2785.0
DRL01,OUT046,3785.0
FDV56,OUT049,1881.0
DRH13,OUT027,3171.0
FDA03,OUT017,2462.0
FDF47,OUT027,4983.0
FDX32,OUT046,2401.0
FDX57,OUT049,1701.0
NCA30,OUT045,2880.0
FDO49,OUT013,923.0
FDL04,OUT019,-219.0
DRM48,OUT035,754.0
FDR16,OUT013,3451.0
NCC19,OUT018,2753.0
NCE42,OUT045,3632.0
FDY24,OUT017,1038.0
FDH19,OUT049,2889.0
FDJ46,OUT013,2803.0
FDN45,OUT010,1594.0
FDY08,OUT035,2418.0
FDZ37,OUT035,1614.0
NCT30,OUT045,672.0
DRY23,OUT018,443.0
NCZ30,OUT018,1665.0
FDC44,OUT018,1507.0
FDB45,OUT035,1842.0
FDY04,OUT013,2695.0
FDM27,OUT046,2553.0
FDZ43,OUT017,3958.0
FDT39,OUT019,581.0
NCC06,OUT019,109.0
FDL15,OUT027,3907.0
FDL57,OUT017,4206.0
FDU08,OUT046,1633.0
FDK40,OUT017,4266.0
FDQ12,OUT010,1706.0
FDS48,OUT017,2506.0
FDP09,OUT045,3286.0
FDW21,OUT049,1757.0
FDY25,OUT035,3030.0
DRE13,OUT017,1474.0
FDV43,OUT019,-1179.0
FDD22,OUT045,1710.0
FDM46,OUT019,-427.0
NCO30,OUT010,996.0
FDM25,OUT046,2841.0
NCN41,OUT049,2053.0
FDU24,OUT045,1458.0
FDZ50,OUT046,2993.0
FDP45,OUT013,4075.0
NCM54,OUT045,1924.0
FDW10,OUT019,885.0
FDP20,OUT017,2138.0
FDK32,OUT046,2489.0
FDN52,OUT049,1553.0
FDM58,OUT045,1802.0
FDZ46,OUT027,3231.0
NCA18,OUT018,1585.0
FDD35,OUT046,1985.0
NCK31,OUT035,972.0
FDI40,OUT027,3107.0
FDT50,OUT019,-299.0
NCT06,OUT046,2629.0
FDT31,OUT035,3146.0
FDT45,OUT049,977.0
FDT13,OUT045,2898.0
FDO50,OUT045,1378.0
NCU18,OUT010,304.0
NCR54,OUT049,3165.0
NCO18,OUT018,2545.0
FDU09,OUT045,906.0
FDT13,OUT018,2699.0
FDE09,OUT046,1849.0
NCK53,OUT019,-291.0
FDG45,OUT049,3529.0
DRH15,OUT035,874.0
FDO21,OUT019,1717.0
FDD14,OUT027,4331.0
FDC09,OUT046,1737.0
FDH45,OUT027,2219.0
FDV32,OUT046,1097.0
FDG12,OUT035,2118.0
FDS32,OUT013,2339.0
NCL55,OUT018,3657.0
DRE01,OUT035,3958.0
DRE15,OUT049,1333.0
NCL42,OUT045,3808.0
FDP31,OUT013,1115.0
FDN33,OUT018,1267.0
FDZ59,OUT046,2697.0
FDE45,OUT010,906.0
FDJ07,OUT013,1959.0
FDQ45,OUT018,2699.0
FDM33,OUT027,4911.0
FDO15,OUT010,-630.0
FDM46,OUT013,1527.0
FDR03,OUT045,3234.0
FDY49,OUT018,2419.0
FDQ60,OUT045,1870.0
FDW10,OUT049,2937.0
FDO51,OUT049,901.0
FDJ40,OUT018,1515.0
FDS20,OUT018,2611.0
FDU45,OUT013,1907.0
FDV02,OUT035,2842.0
FDN09,OUT046,3865.0
NCM55,OUT027,4397.0
FDN23,OUT018,2075.0
FDY31,OUT010,398.0
FDW03,OUT010,-150.0
FDD14,OUT046,2913.0
FDV23,OUT017,2094.0
DRI03,OUT045,2702.0
FDN13,OUT035,1734.0
FDF45,OUT027,2495.0
FDU46,OUT035,1634.0
FDB57,OUT049,3673.0
FDV12,OUT049,1797.0
FDQ58,OUT013,2459.0
NCA18,OUT017,1940.0
FDH52,OUT049,1209.0
FDM24,OUT018,2155.0
NCP43,OUT027,4317.0
NCO18,OUT019,909.0
FDM32,OUT017,1542.0
NCL07,OUT017,724.0
FDK03,OUT013,4095.0
FDP59,OUT017,1786.0
FDQ24,OUT049,4105.0
FDQ16,OUT018,1483.0
FDU44,OUT013,2659.0
FDH28,OUT010,-1254.0
FDV28,OUT019,-1291.0
FDM22,OUT045,866.0
FDR56,OUT046,3177.0
FDV39,OUT049,3229.0
FDU37,OUT019,-571.0
FDQ11,OUT010,2250.0
FDX02,OUT045,3458.0
NCS42,OUT018,1201.0
FDY57,OUT027,3015.0
FDB21,OUT049,3905.0
FDE28,OUT017,3762.0
FDQ55,OUT017,1970.0
FDA48,OUT049,3609.0
FDZ19,OUT045,2690.0
NCC43,OUT045,3884.0
NCV18,OUT046,1333.0
NCA42,OUT018,2233.0
FDY45,OUT046,4073.0
NCC30,OUT045,2752.0
FDM57,OUT013,1479.0
FDL09,OUT010,738.0
FDB09,OUT027,3455.0
FDT44,OUT035,2046.0
NCT06,OUT027,4053.0
FDX26,OUT049,3001.0
FDK32,OUT013,2435.0
DRA12,OUT046,2289.0
FDO46,OUT010,1114.0
FDE52,OUT013,1503.0
NCH42,OUT045,3560.0
FDV08,OUT035,862.0
FDB47,OUT018,3059.0
FDC28,OUT010,-166.0
FDD22,OUT046,1849.0
FDS07,OUT027,3287.0
DRI13,OUT045,3338.0
FDG32,OUT018,3219.0
FDU14,OUT017,4050.0
FDD28,OUT019,-939.0
NCP41,OUT017,1848.0
FDS08,OUT049,2889.0
FDX47,OUT045,2494.0
FDC53,OUT019,-251.0
FDQ19,OUT035,4026.0
FDL14,OUT045,2450.0
FDM33,OUT019,1557.0
FDA51,OUT045,1766.0
FDZ27,OUT018,539.0
FDT04,OUT046,681.0
DRC13,OUT049,2125.0
FDR16,OUT027,4887.0
FDQ03,OUT027,5227.0
FDE38,OUT035,2834.0
DRH23,OUT027,2343.0
FDT11,OUT019,1141.0
FDD09,OUT035,3014.0
FDR40,OUT045,1354.0
FDX07,OUT017,3050.0
FDR07,OUT035,1714.0
FDA51,OUT017,1954.0
FDT59,OUT019,1765.0
FDF20,OUT017,3198.0
FDR13,OUT045,1826.0
FDY26,OUT049,3481.0
FDW04,OUT017,2218.0
FDK52,OUT017,3674.0
FDN60,OUT049,2593.0
FDM09,OUT019,869.0
FDP46,OUT049,1509.0
FDB50,OUT019,-651.0
NCQ29,OUT049,4157.0
FDP16,OUT027,5335.0
FDX33,OUT018,2315.0
FDP07,OUT010,1218.0
FDN22,OUT046,4017.0
FDF39,OUT049,4325.0
FDS21,OUT017,1150.0
NCM42,OUT013,1745.0
FDK50,OUT019,709.0
DRF13,OUT027,3775.0
FDH35,OUT018,2323.0
FDP60,OUT018,1307.0
DRJ49,OUT027,3515.0
NCT42,OUT019,461.0
FDE38,OUT049,2777.0
FDI04,OUT049,3297.0
NCH54,OUT045,2420.0
FDT56,OUT049,1105.0
DRD15,OUT018,3371.0
FDV58,OUT013,3163.0
FDP21,OUT049,3129.0
FDH05,OUT013,3771.0
FDR10,OUT027,4039.0
NCP06,OUT045,2288.0
FDF33,OUT049,1821.0
DRK37,OUT013,3067.0
DRH49,OUT045,1310.0
FDT58,OUT013,2711.0
FDD41,OUT018,1443.0
FDP40,OUT018,1555.0
FDM51,OUT027,3143.0
FDO45,OUT010,-478.0
FDW33,OUT010,-230.0
FDY24,OUT045,922.0
FDB10,OUT010,1818.0
FDM40,OUT035,2394.0
NCI06,OUT017,2956.0
FDW12,OUT019,453.0
FDX48,OUT027,3975.0
NCW05,OUT027,3141.0
FDX27,OUT017,1658.0
DRM37,OUT045,3030.0
FDA38,OUT045,3734.0
FDR36,OUT046,745.0
FDZ45,OUT046,3177.0
FDG05,OUT017,2654.0
FDK28,OUT013,4139.0
FDV47,OUT045,1310.0
FDN21,OUT045,2466.0
FDP20,OUT027,3487.0
FDI35,OUT045,2810.0
DRY23,OUT013,691.0
FDA56,OUT017,2078.0
FDB09,OUT013,2023.0
NCO26,OUT027,3317.0
FDQ49,OUT018,2259.0
FDI52,OUT027,3399.0
FDZ44,OUT027,3343.0
FDZ09,OUT018,2323.0
FDY03,OUT049,1961.0
NCG42,OUT017,2128.0
DRI13,OUT027,4887.0
FDQ32,OUT013,2107.0
FDW16,OUT035,1678.0
FDU27,OUT046,833.0
FDR28,OUT010,722.0
FDQ49,OUT010,634.0
FDS37,OUT046,1905.0
FDW26,OUT018,3251.0
FDX12,OUT018,3571.0
NCP06,OUT013,2433.0
FDW45,OUT010,386.0
NCN30,OUT049,1613.0
FDN24,OUT049,969.0
NCL41,OUT027,2005.0
FDR02,OUT019,-123.0
FDD09,OUT010,946.0
FDS33,OUT010,-398.0
FDU22,OUT045,1830.0
FDI53,OUT013,2667.0
DRH01,OUT049,2857.0
FDX32,OUT013,2363.0
NCP30,OUT018,369.0
FDB60,OUT045,3042.0
FDB14,OUT049,1637.0
NCP02,OUT035,1104.0
FDJ10,OUT017,2378.0
FDG34,OUT046,1905.0
NCB18,OUT017,1500.0
FDM16,OUT049,1365.0
FDW25,OUT018,1091.0
FDB35,OUT010,-406.0
DRN11,OUT013,2287.0
FDF41,OUT019,2005.0
FDH16,OUT045,1354.0
NCQ50,OUT018,3057.0
DRH23,OUT018,611.0
DRJ37,OUT013,2443.0
DRJ24,OUT027,4351.0
FDY16,OUT035,3098.0
FDQ27,OUT045,1670.0
FDZ33,OUT045,2282.0
FDF29,OUT045,2078.0
FDA08,OUT049,2745.0
FDG31,OUT046,1145.0
FDE34,OUT019,1093.0
NCR30,OUT027,2637.0
FDV33,OUT035,4286.0
DRZ24,OUT018,1675.0
NCL54,OUT035,2876.0
FDR12,OUT049,2905.0
NCC54,OUT046,3829.0
DRN59,OUT013,839.0
FDX50,OUT019,-123.0
FDV31,OUT027,4271.0
NCA29,OUT027,4189.0
FDW60,OUT049,2969.0
FDX08,OUT017,3002.0
DRD49,OUT013,3739.0
FDD33,OUT046,3673.0
FDW35,OUT013,775.0
FDJ36,OUT017,1786.0
FDV51,OUT035,2806.0
FDW36,OUT046,1745.0
FDH35,OUT046,2649.0
NCS30,OUT027,3517.0
FDN49,OUT017,774.0
FDL08,OUT018,3603.0
FDI09,OUT013,3863.0
FDP19,OUT018,1755.0
FDU21,OUT010,-1318.0
NCP41,OUT045,1648.0
FDY10,OUT013,1859.0
FDP12,OUT018,387.0
NCN26,OUT049,1941.0
FDK44,OUT013,2779.0
FDC28,OUT049,1849.0
FDJ41,OUT027,5623.0
NCT29,OUT035,2116.0
NCH42,OUT019,1709.0
FDU60,OUT018,2419.0
FDS02,OUT045,3010.0
FDC51,OUT046,2057.0
FDU03,OUT013,2983.0
FDX39,OUT045,3326.0
NCY05,OUT010,-1324.0
NCL06,OUT027,5541.0
FDD32,OUT035,1546.0
NCN41,OUT045,1872.0
NCX53,OUT049,2341.0
FDU57,OUT019,533.0
FDQ23,OUT046,1721.0
FDQ52,OUT045,3842.0
FDC14,OUT045,654.0
FDY09,OUT035,2970.0
FDQ28,OUT045,2462.0
FDV25,OUT046,3513.0
FDJ07,OUT035,2030.0
DRB25,OUT049,1785.0
FDK52,OUT019,1653.0
FDY52,OUT027,2499.0
FDB28,OUT046,3161.0
FDT36,OUT035,754.0
FDV25,OUT017,3618.0
NCN07,OUT027,3533.0
FDC57,OUT017,3206.0
FDQ03,OUT018,3499.0
FDU23,OUT017,2758.0
NCX41,OUT035,3508.0
NCD06,OUT035,912.0
FDW08,OUT045,1590.0
NCU29,OUT017,2384.0
NCE06,OUT013,2593.0
FDV52,OUT010,-22.0
FDB02,OUT017,2958.0
NCR18,OUT045,632.0
FDK16,OUT049,1673.0
NCQ29,OUT010,2120.0
FDZ01,OUT019,-155.0
FDW27,OUT035,2686.0
FDD17,OUT018,3491.0
FDW39,OUT013,2899.0
DRH59,OUT045,1082.0
FDS52,OUT013,1707.0
FDU40,OUT027,4559.0
NCF54,OUT013,2793.0
FDH46,OUT045,1638.0
NCP14,OUT049,1741.0
FDH50,OUT049,3133.0
DRF15,OUT010,494.0
FDV27,OUT027,2927.0
NCJ06,OUT049,2013.0
FDN02,OUT018,2971.0
FDQ51,OUT049,917.0
FDQ07,OUT017,3662.0
FDS45,OUT049,1753.0
NCJ06,OUT045,1852.0
FDD36,OUT035,2046.0
FDY25,OUT045,2822.0
FDU52,OUT046,2505.0
DRK47,OUT017,3642.0
NCL30,OUT017,2128.0
FDN22,OUT035,4154.0
NCF30,OUT027,3445.0
FDK03,OUT035,4246.0
FDT45,OUT017,1002.0
NCC54,OUT027,5217.0
FDP08,OUT018,2851.0
FDU44,OUT046,2681.0
DRG39,OUT035,1010.0
FDU32,OUT049,2057.0
FDY27,OUT049,2989.0
NCP54,OUT013,2001.0
NCZ41,OUT049,2093.0
DRL49,OUT013,2315.0
FDI05,OUT018,1003.0
FDY56,OUT045,3554.0
DRC13,OUT013,2075.0
NCV29,OUT017,2940.0
FDR24,OUT049,1585.0
FDZ34,OUT018,2747.0
FDP37,OUT035,2162.0
FDX08,OUT027,4339.0
FDS57,OUT045,2166.0
NCG18,OUT049,1741.0
FDK25,OUT018,2435.0
FDH53,OUT049,1457.0
DRI59,OUT018,3227.0
FDA52,OUT046,2873.0
FDT20,OUT010,-1270.0
FDE36,OUT019,741.0
FDI24,OUT017,2846.0
FDB28,OUT018,2875.0
FDV11,OUT017,2946.0
FDP01,OUT046,2529.0
FDD34,OUT027,4035.0
FDJ50,OUT027,2327.0
FDZ44,OUT013,1935.0
DRO59,OUT035,1370.0
DRB48,OUT045,514.0
FDR21,OUT018,2499.0
NCE42,OUT010,1768.0
FDO23,OUT046,1513.0
NCE30,OUT018,3049.0
FDQ22,OUT035,774.0
FDY01,OUT045,1794.0
FDS08,OUT017,2930.0
FDG28,OUT018,3667.0
FDQ51,OUT018,571.0
FDB05,OUT017,4014.0
FDO56,OUT049,2025.0
FDE02,OUT018,1259.0
FDN45,OUT017,3610.0
FDS09,OUT013,811.0
NCA54,OUT018,2585.0
FDP09,OUT010,1442.0
FDC53,OUT045,1538.0
NCM55,OUT017,3036.0
FDL09,OUT018,2435.0
FDA11,OUT019,-379.0
FDA50,OUT045,1442.0
FDC23,OUT017,2942.0
FDE22,OUT049,2641.0
FDD23,OUT046,3049.0
NCA29,OUT049,2837.0
FDK38,OUT046,2377.0
DRC13,OUT046,2009.0
NCP43,OUT049,2933.0
FDX28,OUT049,1685.0
FDF08,OUT049,1601.0
FDZ33,OUT046,2401.0
FDD10,OUT049,2881.0
FDO58,OUT017,2682.0
FDI50,OUT017,3790.0
FDO58,OUT045,2562.0
FDX08,OUT013,2931.0
NCK17,OUT010,-1256.0
FDF39,OUT035,4346.0
FDU45,OUT010,-74.0
NCJ18,OUT018,1569.0
DRC27,OUT019,1973.0
DRC25,OUT035,1522.0
FDU59,OUT035,2706.0
FDU28,OUT035,3254.0
NCP30,OUT046,701.0
FDB39,OUT018,635.0
FDE41,OUT013,1491.0
DRH11,OUT010,-1022.0
FDA58,OUT045,3642.0
FDU50,OUT046,1929.0
FDM34,OUT013,2115.0
FDM44,OUT027,3079.0
FDR39,OUT045,2830.0
FDM25,OUT045,2762.0
FDQ49,OUT049,2637.0
DRH25,OUT018,563.0
FDM09,OUT027,4215.0
FDL44,OUT019,693.0
NCR42,OUT018,265.0
DRL59,OUT046,889.0
FDX43,OUT013,2723.0
DRK47,OUT010,1634.0
FDU48,OUT018,1827.0
FDY12,OUT045,786.0
NCN43,OUT018,1673.0
NCM55,OUT018,2617.0
FDQ21,OUT027,3471.0
FDX13,OUT035,4126.0
NCK30,OUT027,5413.0
FDG20,OUT049,2917.0
DRG27,OUT017,738.0
FDY14,OUT018,3891.0
FDP59,OUT035,1854.0
FDU60,OUT017,2874.0
NCC18,OUT019,765.0
DRJ39,OUT017,3526.0
FDS07,OUT049,1881.0
FDM08,OUT027,5023.0
FDP51,OUT045,1894.0
FDU16,OUT035,1522.0
FDH12,OUT013,1763.0
DRE48,OUT010,1162.0
NCL42,OUT027,5297.0
FDR21,OUT045,2742.0
NCW29,OUT035,2248.0
FDO11,OUT013,4067.0
NCM31,OUT049,2333.0
FDV35,OUT019,549.0
FDF58,OUT017,1118.0
NCE43,OUT049,2765.0
FDA02,OUT035,2506.0
DRL37,OUT010,-1214.0
FDR24,OUT018,1243.0
FDW59,OUT049,1449.0
FDS22,OUT049,905.0
FDW24,OUT017,934.0
FDU24,OUT035,1710.0
FDA21,OUT027,4411.0
FDH58,OUT027,3327.0
FDW36,OUT018,1395.0
FDI45,OUT027,4211.0
FDU01,OUT018,2755.0
FDF35,OUT027,3183.0
FDU43,OUT019,1909.0
FDE24,OUT019,389.0
FDK50,OUT049,2701.0
FDG31,OUT045,966.0
FDC60,OUT045,1426.0
FDL36,OUT013,1507.0
FDP21,OUT013,3119.0
FDW16,OUT045,1438.0
FDX02,OUT017,3646.0
FDQ58,OUT027,3907.0
FDT51,OUT046,1873.0
FDD59,OUT049,1425.0
NCM42,OUT018,1465.0
FDA57,OUT018,395.0
FDZ48,OUT035,1998.0
FDE46,OUT045,2358.0
NCZ30,OUT019,29.0
FDB56,OUT017,3122.0
FDA25,OUT027,3179.0
FDD20,OUT013,2099.0
FDL25,OUT013,1579.0
NCO18,OUT049,2901.0
FDJ45,OUT017,686.0
FDR12,OUT035,2922.0
NCF19,OUT010,-1144.0
FDK25,OUT046,2705.0
NCR17,OUT046,1853.0
FDC52,OUT046,2513.0
NCA54,OUT017,2960.0
FDR45,OUT010,1858.0
NCM19,OUT049,1901.0
FDF39,OUT027,5667.0
FDX23,OUT049,1669.0
FDD58,OUT027,3063.0
FDX28,OUT013,1647.0
NCD31,OUT013,2629.0
FDU57,OUT018,2171.0
FDI27,OUT046,841.0
NCM42,OUT046,1765.0
FDD32,OUT027,2823.0
FDI34,OUT013,3715.0
NCM29,OUT049,2149.0
